"","trainpred.rf","trainpred.gbm","trainpred.el1","trainpred.el2"
"8896","C","C","C","C"
"8897","C","C","C","C"
"8898","C","C","C","C"
"8899","C","C","C","C"
"8900","C","C","C","C"
"8901","C","C","C","C"
"8902","C","C","C","C"
"8903","C","C","C","C"
"8904","C","C","C","C"
"8905","C","C","C","C"
"8906","C","C","C","C"
"8907","C","C","C","C"
"8908","C","C","C","C"
"8909","C","C","C","C"
"8910","C","C","C","C"
"8911","C","C","C","C"
"8912","C","C","C","C"
"8913","C","C","C","C"
"8914","C","C","C","C"
"8915","C","C","C","C"
"8916","C","C","C","C"
"8917","C","C","C","C"
"8918","C","C","C","C"
"8919","C","C","C","C"
"8920","C","C","C","C"
"8921","C","C","C","C"
"8922","C","C","C","C"
"8923","C","C","E","E"
"8924","C","C","C","D"
"8925","C","C","C","D"
"8926","C","C","C","C"
"8927","C","C","E","C"
"8928","C","C","A","A"
"8929","C","C","A","A"
"8930","C","C","E","E"
"8931","C","C","C","A"
"8932","C","C","E","E"
"8933","C","C","C","C"
"8934","C","C","A","A"
"8935","C","C","A","A"
"8936","C","C","A","A"
"8937","C","C","A","A"
"8938","C","C","A","A"
"8939","C","E","A","A"
"8940","C","C","A","A"
"8941","C","C","A","A"
"8942","C","C","A","A"
"8943","C","C","A","A"
"8944","C","C","A","A"
"8945","C","C","A","A"
"8946","C","C","A","A"
"8947","C","C","A","A"
"8948","C","C","B","A"
"8949","C","C","C","A"
"8950","C","C","E","E"
"8951","C","C","C","E"
"8952","C","C","E","E"
"8953","C","C","C","C"
"8954","C","C","C","C"
"8955","C","C","C","C"
"8956","C","C","C","C"
"8957","C","C","C","C"
"8958","C","C","C","C"
"8959","C","C","C","C"
"8960","C","C","C","C"
"8961","C","C","C","C"
"8962","C","C","C","C"
"8963","C","C","C","C"
"8964","C","C","C","C"
"8965","C","C","C","C"
"8966","C","C","C","C"
"8967","C","C","C","C"
"8968","C","C","D","C"
"8969","C","C","C","C"
"8970","C","C","C","C"
"8971","C","C","C","C"
"8972","C","C","C","C"
"8973","C","C","C","C"
"8974","C","C","C","C"
"8975","C","C","C","C"
"8976","C","C","C","C"
"8977","C","C","C","C"
"8978","C","C","C","C"
"8979","C","C","C","C"
"8980","C","C","C","D"
"8981","C","C","C","C"
"8982","C","C","C","C"
"8983","C","C","C","C"
"8984","C","C","C","C"
"8985","C","C","C","C"
"8986","C","C","C","C"
"8987","C","C","C","C"
"8988","C","C","C","C"
"8989","C","B","B","B"
"8990","C","B","B","B"
"8991","C","B","B","B"
"8992","C","B","B","B"
"8993","C","B","B","B"
"8994","C","B","B","B"
"8995","C","B","B","B"
"8996","C","B","B","B"
"8997","C","B","B","B"
"8998","C","B","B","B"
"8999","C","B","B","B"
"9000","C","B","B","B"
"9001","C","B","B","B"
"9002","C","C","B","B"
"9003","C","B","B","B"
"9004","C","C","B","B"
"9005","C","C","B","B"
"9006","C","C","B","B"
"9007","C","C","B","B"
"9008","C","B","B","B"
"9009","C","B","B","B"
"9010","C","B","B","B"
"9011","C","B","A","A"
"9012","C","B","A","B"
"9013","C","B","B","B"
"9014","C","C","B","B"
"9015","C","C","B","B"
"9016","C","C","B","B"
"9017","C","C","B","B"
"9018","C","C","B","B"
"9019","C","C","B","B"
"9020","C","C","B","B"
"9021","C","C","B","B"
"9022","C","C","B","B"
"9023","C","C","B","B"
"9024","C","C","B","B"
"9025","C","C","B","B"
"9026","C","C","B","B"
"9027","C","C","B","B"
"9028","C","C","B","B"
"9029","C","C","B","B"
"9030","C","C","B","B"
"9031","C","C","B","B"
"9032","C","C","B","B"
"9033","C","C","B","B"
"9034","C","C","B","B"
"9035","C","C","B","B"
"9036","C","C","B","B"
"9037","C","C","B","B"
"9038","C","C","B","B"
"9039","C","C","B","B"
"9040","C","C","B","B"
"9041","C","C","B","B"
"9042","C","C","B","B"
"9043","C","C","B","B"
"9044","C","C","B","B"
"9045","C","C","B","B"
"9046","C","C","B","B"
"9047","C","C","B","B"
"9048","C","C","B","B"
"9049","C","C","B","B"
"9050","C","C","B","B"
"9051","C","C","B","B"
"9052","C","C","B","B"
"9053","C","C","B","B"
"9054","C","C","B","B"
"9055","C","C","B","B"
"9056","C","C","B","B"
"9057","C","C","B","B"
"9058","C","C","B","B"
"9059","C","C","C","C"
"9060","C","C","C","C"
"9061","C","C","C","C"
"9062","C","C","C","C"
"9063","C","C","C","C"
"9064","C","C","C","C"
"9065","C","C","C","C"
"9066","C","C","C","C"
"9067","C","C","C","C"
"9068","C","C","C","C"
"9069","C","C","C","C"
"9070","C","C","C","C"
"9071","C","C","B","B"
"9072","C","C","B","B"
"9073","C","C","B","B"
"9074","C","C","B","B"
"9075","C","C","B","B"
"9076","C","C","B","B"
"9077","C","C","B","B"
"9078","C","C","A","B"
"9079","C","C","B","B"
"9080","C","C","B","B"
"9081","C","C","A","B"
"9082","C","C","A","A"
"9083","C","C","A","A"
"9084","C","C","A","A"
"9085","C","C","A","B"
"9086","C","C","C","C"
"9087","C","C","C","C"
"9088","C","C","C","C"
"9089","C","C","C","C"
"9090","C","C","C","C"
"9091","C","C","C","C"
"9092","C","C","C","C"
"9093","C","C","C","C"
"9094","C","C","C","C"
"9095","C","C","C","C"
"9096","C","C","C","C"
"9097","C","C","C","C"
"9098","C","C","C","C"
"9099","C","C","C","C"
"9100","C","C","C","C"
"9101","C","C","C","C"
"9102","C","C","A","A"
"9103","C","C","A","A"
"9104","C","C","A","C"
"9105","C","C","C","C"
"9106","C","C","A","C"
"9107","C","C","A","C"
"9108","C","C","A","C"
"9109","C","C","A","C"
"9110","C","C","A","A"
"9111","C","C","A","C"
"9112","C","C","C","C"
"9113","C","C","C","C"
"9114","C","C","C","C"
"9115","C","C","C","C"
"9116","C","C","C","C"
"9117","C","C","C","C"
"9118","C","C","C","C"
"9119","C","C","C","C"
"9120","C","C","C","C"
"9121","C","C","C","C"
"9122","C","C","C","C"
"9123","C","C","C","C"
"9124","C","C","C","C"
"9125","C","C","C","C"
"9126","C","C","C","C"
"9127","C","C","C","C"
"9128","C","C","C","C"
"9129","C","C","C","C"
"9130","C","C","C","C"
"9131","C","C","C","C"
"9132","C","C","C","C"
"9133","C","C","C","C"
"9134","C","C","C","C"
"9135","C","C","C","C"
"9136","C","C","C","C"
"9137","C","C","C","C"
"9138","C","C","C","C"
"9139","C","C","C","C"
"9140","C","C","C","C"
"9141","C","C","C","C"
"9142","C","C","C","C"
"9143","C","C","C","C"
"9144","C","C","C","C"
"9145","C","C","C","C"
"9146","C","C","A","A"
"9147","C","C","A","A"
"9148","C","C","A","C"
"9149","C","C","C","C"
"9150","C","C","A","A"
"9151","C","C","A","C"
"9152","C","C","A","A"
"9153","C","C","A","A"
"9154","C","C","A","A"
"9155","C","C","A","A"
"9156","C","C","A","A"
"9157","C","C","A","A"
"9158","C","C","A","A"
"9159","C","C","A","A"
"9160","C","C","B","B"
"9161","C","C","A","A"
"9162","C","C","C","E"
"9163","C","C","E","E"
"9164","C","C","E","E"
"9165","C","C","C","C"
"9166","C","C","C","C"
"9167","C","C","C","E"
"9168","C","C","C","C"
"9169","C","C","C","C"
"9170","C","C","C","C"
"9171","C","C","C","C"
"9172","C","C","C","C"
"9173","C","C","C","C"
"9174","C","C","D","D"
"9175","C","C","D","C"
"9176","C","C","D","D"
"9177","C","C","D","D"
"9178","C","C","D","D"
"9179","C","C","D","D"
"9180","C","C","D","D"
"9181","C","C","D","D"
"9182","C","C","D","D"
"9183","C","C","D","D"
"9184","C","C","D","D"
"9185","C","C","D","D"
"9186","C","C","D","D"
"9187","C","C","D","D"
"9188","C","C","D","D"
"9189","C","C","C","C"
"9190","C","C","C","C"
"9191","C","C","C","C"
"9192","C","C","C","C"
"9193","C","C","A","B"
"9194","C","C","A","B"
"9195","C","C","A","A"
"9196","C","C","A","B"
"9197","C","C","C","B"
"9198","C","C","B","B"
"9199","C","C","A","C"
"9200","C","C","C","C"
"9201","C","C","C","C"
"9202","C","C","C","C"
"9203","C","C","C","C"
"9204","C","C","C","C"
"9205","C","C","C","C"
"9206","C","C","C","C"
"9207","C","C","C","C"
"9208","C","C","C","C"
"9209","C","C","C","C"
"9210","C","C","C","C"
"9211","C","C","C","C"
"9212","C","C","C","C"
"9213","C","C","C","C"
"9214","C","C","D","C"
"9215","C","C","C","C"
"9216","C","C","C","C"
"9217","C","C","D","D"
"9218","C","C","C","C"
"9219","C","C","D","D"
"9220","C","C","D","D"
"9221","C","C","D","D"
"9222","C","C","C","C"
"9223","C","C","C","C"
"9224","C","C","C","C"
"9225","C","C","C","C"
"9226","C","C","C","C"
"9227","C","C","C","C"
"9228","C","C","C","C"
"9229","C","C","C","C"
"9230","C","C","C","C"
"9231","C","C","C","C"
"9232","C","C","C","C"
"9233","C","C","C","C"
"9234","C","C","C","C"
"9235","C","C","C","C"
"9236","C","C","C","C"
"9237","C","C","C","C"
"9238","C","C","C","C"
"9239","C","C","C","C"
"9240","C","C","C","C"
"9241","C","C","C","C"
"9242","C","C","A","A"
"9243","C","C","A","A"
"9244","C","C","A","C"
"9245","C","C","A","C"
"9246","C","C","A","A"
"9247","C","C","C","C"
"9248","C","C","A","A"
"9249","C","C","C","C"
"9250","C","C","A","C"
"9251","C","C","A","A"
"9252","C","C","A","A"
"9253","C","C","A","C"
"9254","C","C","A","C"
"9255","C","C","C","C"
"9256","C","C","C","C"
"9257","C","C","C","C"
"9258","C","C","C","C"
"9259","C","C","C","C"
"9260","C","C","C","C"
"9261","C","C","C","C"
"9262","C","C","C","C"
"9263","C","C","C","C"
"9264","C","C","C","C"
"9265","C","C","C","C"
"9266","C","C","C","C"
"9267","C","C","C","C"
"9268","C","C","C","C"
"9269","C","C","C","C"
"9270","C","C","C","C"
"9271","C","C","C","C"
"9272","C","C","C","D"
"9273","C","C","C","C"
"9274","C","C","C","C"
"9275","C","C","C","D"
"9276","C","C","C","C"
"9277","C","C","C","C"
"9278","C","C","C","C"
"9279","C","C","D","C"
"9280","C","C","C","C"
"9281","C","C","C","C"
"9282","C","C","C","C"
"9283","C","C","C","C"
"9284","C","C","C","C"
"9285","C","C","C","C"
"9286","C","C","C","C"
"9287","C","C","C","C"
"9288","C","C","C","C"
"9289","C","C","C","C"
"9290","C","C","C","C"
"9291","C","C","C","C"
"9292","C","C","C","C"
"9293","C","C","C","C"
"9294","C","C","C","C"
"9295","C","C","A","C"
"9296","C","C","A","C"
"9297","C","C","A","A"
"9298","C","C","A","A"
"9299","C","C","A","A"
"9300","C","C","A","A"
"9301","C","C","C","C"
"9302","C","C","A","A"
"9303","C","C","A","A"
"9304","C","C","A","A"
"9305","C","C","A","A"
"9306","C","C","A","A"
"9307","C","C","A","A"
"9308","C","C","A","A"
"9309","C","C","A","A"
"9310","C","C","A","A"
"9311","C","C","A","A"
"9312","C","C","A","A"
"9313","C","C","C","C"
"9314","C","C","A","C"
"9315","C","C","C","C"
"9316","C","C","A","C"
"9317","C","C","A","C"
"9318","C","C","C","C"
"9319","C","C","C","C"
"9320","C","C","C","C"
"9321","C","C","C","C"
"9322","C","C","C","C"
"9323","C","C","C","C"
"9324","C","C","C","C"
"9325","C","C","C","C"
"9326","C","C","C","C"
"9327","C","C","C","C"
"9328","C","C","C","C"
"9329","C","C","C","C"
"9330","C","C","C","C"
"9331","C","C","C","C"
"9332","C","C","C","C"
"9333","C","C","C","C"
"9334","C","C","C","C"
"9335","C","C","C","C"
"9336","C","C","C","C"
"9337","C","C","C","C"
"9338","C","C","C","C"
"9339","C","C","C","C"
"9340","C","C","C","C"
"9341","C","C","A","A"
"9342","C","C","A","C"
"9343","C","C","C","C"
"9344","C","C","C","C"
"9345","C","C","A","C"
"9346","C","C","A","C"
"9347","C","C","C","C"
"9348","C","C","A","C"
"9349","C","C","A","C"
"9350","C","C","C","C"
"9351","C","C","A","A"
"9352","C","C","A","C"
"9353","C","C","C","C"
"9354","C","C","C","C"
"9355","C","C","A","C"
"9356","C","C","C","C"
"9357","C","C","C","C"
"9358","C","C","C","C"
"9359","C","C","C","C"
"9360","C","C","C","C"
"9361","C","C","C","C"
"9362","C","C","C","C"
"9363","C","C","C","C"
"9364","C","C","C","C"
"9365","C","C","C","C"
"9366","C","C","C","C"
"9367","C","C","C","C"
"9368","C","C","C","C"
"9369","C","C","C","C"
"9370","C","C","C","C"
"9371","C","C","C","C"
"9372","C","C","C","C"
"9373","C","C","C","C"
"9374","C","C","C","C"
"9375","C","C","C","C"
"9376","C","C","C","D"
"9377","C","C","C","C"
"9378","C","C","C","C"
"9379","C","C","C","C"
"9380","C","C","C","C"
"9381","C","C","C","C"
"9382","C","C","C","C"
"9383","C","C","C","C"
"9384","C","C","C","C"
"9385","C","C","C","C"
"9386","C","C","C","C"
"9387","C","C","C","C"
"9388","C","C","C","C"
"9389","C","C","C","C"
"9390","C","C","C","C"
"9391","C","B","C","C"
"9392","C","B","C","C"
"9393","C","B","A","C"
"9394","C","B","A","C"
"9395","C","C","C","C"
"9396","C","C","C","C"
"9397","C","C","C","C"
"9398","C","C","A","A"
"9399","C","B","A","C"
"9400","C","B","A","A"
"9401","C","C","A","A"
"9402","C","C","A","C"
"9403","C","C","A","A"
"9404","C","C","A","A"
"9405","C","C","C","C"
"9406","C","C","A","A"
"9407","C","C","A","A"
"9408","C","C","A","C"
"9409","C","C","C","C"
"9410","C","C","C","C"
"9411","C","C","C","C"
"9412","C","C","C","C"
"9413","C","C","C","C"
"9414","C","C","C","C"
"9415","C","C","C","C"
"9416","C","C","C","C"
"9417","C","C","C","C"
"9418","C","C","C","C"
"9419","C","C","C","C"
"9420","C","C","C","C"
"9421","C","C","C","C"
"9422","C","D","C","C"
"9423","C","C","C","C"
"9424","C","C","C","C"
"9425","C","C","C","C"
"9426","C","C","C","C"
"9427","C","C","C","C"
"9428","C","C","C","C"
"9429","C","C","C","C"
"9430","C","C","C","C"
"9431","C","C","C","C"
"9432","C","C","C","C"
"9433","C","C","C","C"
"9434","C","C","C","C"
"9435","C","C","C","C"
"9436","C","C","C","C"
"9437","C","C","C","C"
"9438","C","C","C","C"
"9439","C","C","C","C"
"9440","C","C","C","C"
"9441","C","C","C","C"
"9442","C","C","C","C"
"9443","C","C","C","C"
"9444","C","C","C","C"
"9445","C","C","A","C"
"9446","C","C","A","C"
"9447","C","C","A","A"
"9448","C","D","C","C"
"9449","C","D","A","A"
"9450","C","C","A","A"
"9451","C","C","A","A"
"9452","C","C","A","A"
"9453","C","C","A","A"
"9454","C","D","A","A"
"9455","C","C","A","C"
"9456","C","C","A","A"
"9457","C","C","C","C"
"9458","C","C","C","C"
"9459","C","C","C","C"
"9460","C","C","A","C"
"9461","C","C","C","C"
"9462","C","C","C","C"
"9463","C","C","C","C"
"9464","C","C","C","C"
"9465","C","C","C","C"
"9466","C","C","C","C"
"9467","C","C","C","C"
"9468","C","C","C","C"
"9469","C","D","C","C"
"9470","C","D","C","C"
"9471","C","D","C","C"
"9472","C","C","C","C"
"9473","C","D","C","C"
"9474","C","C","C","C"
"9475","C","C","C","C"
"9476","C","D","C","C"
"9477","C","D","C","C"
"9478","C","D","C","C"
"9479","C","C","C","C"
"9480","C","C","C","C"
"9481","C","C","C","C"
"9482","C","C","C","C"
"9483","C","D","C","C"
"9484","C","D","C","C"
"9485","C","D","C","C"
"9486","C","C","C","C"
"9487","C","C","C","C"
"9488","C","C","C","C"
"9489","C","C","C","C"
"9490","C","C","C","C"
"9491","C","C","C","C"
"9492","C","C","D","C"
"9493","C","C","C","C"
"9494","C","C","C","C"
"9495","C","C","C","C"
"9496","C","C","C","C"
"9497","C","C","C","C"
"9498","C","C","C","C"
"9499","C","C","C","C"
"9500","C","C","C","C"
"9501","C","C","C","C"
"9502","C","C","C","C"
"9503","C","C","C","C"
"9504","C","C","C","C"
"9505","C","C","C","C"
"9506","C","C","A","A"
"9507","C","C","A","A"
"9508","C","C","A","A"
"9509","C","C","A","A"
"9510","C","C","C","C"
"9511","C","C","C","C"
"9512","C","C","C","C"
"9513","C","C","C","C"
"9514","C","C","C","C"
"9515","C","C","C","C"
"9516","C","C","C","C"
"9517","C","C","C","C"
"9518","C","C","C","C"
"9519","C","C","A","C"
"9520","C","C","A","C"
"9521","C","C","C","C"
"9522","C","C","C","C"
"9523","C","C","C","C"
"9524","C","C","C","C"
"9525","C","C","C","C"
"9526","C","C","C","C"
"9527","C","C","C","C"
"9528","C","C","A","A"
"9529","C","C","A","C"
"9530","C","C","A","C"
"9531","C","C","A","C"
"9532","C","C","B","B"
"9533","C","C","B","B"
"9534","C","D","B","B"
"9535","C","C","B","D"
"9536","C","C","A","B"
"9537","C","C","A","D"
"9538","C","C","A","D"
"9539","C","C","B","B"
"9540","C","C","B","B"
"9541","C","C","B","B"
"9542","C","C","B","B"
"9543","C","C","B","B"
"9544","C","C","B","B"
"9545","C","C","B","B"
"9546","C","C","B","B"
"9547","C","C","B","B"
"9548","C","C","B","B"
"9549","C","C","B","B"
"9550","C","B","C","D"
"9551","C","C","C","C"
"9552","C","B","D","D"
"9553","C","C","D","D"
"9554","C","C","C","B"
"9555","C","C","C","C"
"9556","C","C","C","C"
"9557","C","C","C","C"
"9558","C","C","B","B"
"9559","C","B","B","B"
"9560","C","C","C","C"
"9561","C","C","B","E"
"9562","C","C","C","B"
"9563","C","C","C","C"
"9564","C","C","C","C"
"9565","C","C","B","B"
"9566","C","C","B","B"
"9567","C","C","D","D"
"9568","C","C","A","A"
"9569","C","C","A","D"
"9570","C","C","A","C"
"9571","C","C","A","B"
"9572","C","C","C","C"
"9573","C","C","C","B"
"9574","C","C","C","C"
"9575","C","C","C","C"
"9576","C","C","C","C"
"9577","C","C","C","C"
"9578","C","C","C","C"
"9579","C","C","D","D"
"9580","C","C","D","C"
"9581","C","C","D","D"
"9582","C","C","C","C"
"9583","C","B","D","D"
"9584","C","B","B","B"
"9585","C","B","B","B"
"9586","C","D","B","B"
"9587","C","C","C","C"
"9588","C","C","C","C"
"9589","C","C","C","C"
"9590","C","D","B","B"
"9591","C","D","B","B"
"9592","C","C","B","B"
"9593","C","C","C","C"
"9594","C","C","C","C"
"9595","C","C","C","C"
"9596","C","C","C","C"
"9597","C","C","C","C"
"9598","C","C","C","C"
"9599","C","C","C","C"
"9600","C","C","C","C"
"9601","C","C","C","C"
"9602","C","C","C","C"
"9603","C","C","C","C"
"9604","C","C","C","C"
"9605","C","C","C","C"
"9606","C","C","C","C"
"9607","C","C","C","C"
"9608","C","C","C","C"
"9609","C","C","C","C"
"9610","C","C","C","C"
"9611","C","C","E","E"
"9612","C","C","B","B"
"9613","C","C","B","C"
"9614","C","C","C","C"
"9615","C","C","C","C"
"9616","C","C","C","C"
"9617","C","C","C","C"
"9618","C","C","C","C"
"9619","C","C","C","C"
"9620","C","C","C","C"
"9621","C","C","C","C"
"9622","C","C","C","C"
"9623","C","C","C","C"
"9624","C","C","C","C"
"9625","C","C","C","C"
"9626","C","C","C","C"
"9627","C","C","C","C"
"9628","C","C","C","C"
"9629","C","C","C","C"
"9630","C","C","C","C"
"9631","C","C","B","B"
"9632","C","C","B","B"
"9633","C","C","C","C"
"9634","C","C","B","B"
"9635","C","C","B","B"
"9636","C","C","B","B"
"9637","C","C","C","C"
"9638","C","C","C","C"
"9639","C","C","C","C"
"9640","C","C","C","C"
"9641","C","C","C","C"
"9642","C","C","C","C"
"9643","C","C","C","C"
"9644","C","C","C","C"
"9645","C","C","C","C"
"9646","C","C","C","C"
"9647","C","C","C","C"
"9648","C","C","C","C"
"9649","C","C","C","C"
"9650","C","C","C","C"
"9651","C","C","C","C"
"9652","C","C","C","C"
"9653","C","C","C","C"
"9654","C","C","C","C"
"9655","C","C","C","C"
"9656","C","C","C","C"
"9657","C","C","C","C"
"9658","C","C","C","C"
"9659","C","C","C","C"
"9660","C","C","C","C"
"9661","C","C","C","C"
"9662","C","C","B","C"
"9663","C","C","C","C"
"9664","C","C","E","C"
"9665","C","C","C","C"
"9666","C","C","C","C"
"9667","C","C","C","B"
"9668","C","C","B","B"
"9669","C","C","B","B"
"9670","C","C","B","B"
"9671","C","C","B","B"
"9672","C","C","C","C"
"9673","C","C","B","C"
"9674","C","C","B","C"
"9675","C","C","B","B"
"9676","C","C","B","B"
"9677","C","C","B","B"
"9678","C","C","B","C"
"9679","C","C","B","B"
"9680","C","C","B","C"
"9681","C","C","E","C"
"9682","C","C","B","B"
"9683","C","C","B","B"
"9684","C","C","B","B"
"9685","C","C","B","B"
"9686","C","C","B","B"
"9687","C","C","B","B"
"9688","C","D","B","B"
"9689","C","C","B","B"
"9690","C","C","B","B"
"9691","C","C","B","B"
"9692","C","C","B","B"
"9693","C","C","B","B"
"9694","C","C","B","B"
"9695","C","C","B","B"
"9696","C","C","B","B"
"9697","C","C","B","B"
"9698","C","C","B","B"
"9699","C","C","B","B"
"9700","C","C","C","C"
"9701","C","C","C","C"
"9702","C","C","C","C"
"9703","C","C","C","C"
"9704","C","C","C","C"
"9705","C","C","C","C"
"9706","C","C","C","C"
"9707","C","C","C","C"
"9708","C","C","C","C"
"9709","C","C","C","C"
"9710","C","C","C","C"
"9711","C","C","C","C"
"9712","C","C","C","C"
"9713","C","C","C","C"
"9714","C","C","C","C"
"9715","C","C","C","C"
"9716","C","C","C","C"
"9717","C","C","C","C"
"9718","C","C","C","C"
"9719","C","C","C","C"
"9720","C","C","C","C"
"9721","C","C","C","C"
"9722","C","C","C","C"
"9723","C","C","C","C"
"9724","C","C","C","C"
"9725","C","C","C","C"
"9726","C","C","C","C"
"9727","C","C","C","C"
"9728","C","C","C","C"
"9729","C","C","C","C"
"9730","C","C","C","C"
"9731","C","C","C","C"
"9732","C","C","C","C"
"9733","C","C","B","B"
"9734","C","C","B","B"
"9735","C","C","B","B"
"9736","C","C","B","B"
"9737","C","C","B","B"
"9738","C","C","C","C"
"9739","C","C","B","B"
"9740","C","C","B","B"
"9741","C","C","C","C"
"9742","C","C","B","B"
"9743","C","C","C","C"
"9744","C","C","C","C"
"9745","C","C","C","C"
"9746","C","C","C","C"
"9747","C","C","C","C"
"9748","C","C","C","C"
"9749","C","C","C","C"
"9750","C","C","C","C"
"9751","C","C","C","C"
"9752","C","C","C","C"
"9753","C","C","C","C"
"9754","C","C","C","C"
"9755","C","C","C","C"
"9756","C","C","C","C"
"9757","C","C","C","C"
"9758","C","C","C","C"
"9759","C","C","C","C"
"9760","C","C","C","C"
"9761","C","C","C","C"
"9762","C","C","C","C"
"9763","C","C","C","C"
"9764","C","C","C","C"
"9765","C","C","C","C"
"9766","C","C","C","C"
"9767","C","C","C","C"
"9768","C","C","C","C"
"9769","C","C","C","C"
"9770","C","C","C","C"
"9771","C","C","C","C"
"9772","C","C","C","C"
"9773","C","C","C","C"
"9774","C","C","C","C"
"9775","C","C","C","C"
"9776","C","C","C","C"
"9777","C","C","C","C"
"9778","C","C","C","C"
"9779","C","C","C","C"
"9780","C","C","C","C"
"9781","C","C","C","C"
"9782","C","C","C","C"
"9783","C","C","C","C"
"9784","C","C","C","C"
"9785","C","C","C","C"
"9786","C","C","C","C"
"9787","C","C","C","C"
"9788","C","C","C","C"
"9789","C","C","C","C"
"9790","C","C","C","C"
"9791","C","C","C","C"
"9792","C","C","C","C"
"9793","C","C","C","C"
"9794","C","C","C","C"
"9795","C","C","C","C"
"9796","C","C","C","C"
"9797","C","C","C","C"
"9798","C","C","C","C"
"9799","C","C","C","C"
"9800","C","C","C","C"
"9801","C","C","C","C"
"9802","C","C","C","C"
"9803","C","C","C","C"
"9804","C","C","C","C"
"9805","C","C","C","C"
"9806","C","C","C","C"
"9807","C","C","C","C"
"9808","C","C","C","C"
"9809","C","C","C","C"
"9810","C","C","C","C"
"9811","C","C","C","C"
"9812","C","C","C","C"
"9813","C","C","C","C"
"9814","C","C","C","C"
"9815","C","C","C","C"
"9816","C","C","C","C"
"9817","C","C","C","C"
"9818","C","C","C","C"
"9819","C","C","C","C"
"9820","C","C","C","C"
"9821","C","C","C","C"
"9822","C","C","C","C"
"9823","C","C","C","C"
"9824","C","C","C","C"
"9825","C","C","C","C"
"9826","C","C","C","C"
"9827","C","C","C","C"
"9828","C","C","C","C"
"9829","C","C","C","C"
"9830","C","C","C","C"
"9831","C","C","C","C"
"9832","C","C","C","C"
"9833","C","C","C","C"
"9834","C","C","C","C"
"9835","C","C","C","C"
"9836","C","C","C","C"
"9837","C","C","C","C"
"9838","C","C","C","C"
"9839","C","C","C","C"
"9840","C","C","C","C"
"9841","C","C","C","C"
"9842","C","C","C","C"
"9843","C","C","C","C"
"9844","C","C","C","C"
"9845","C","C","C","C"
"9846","C","C","C","C"
"9847","C","C","C","C"
"9848","C","C","C","C"
"9849","C","C","C","C"
"9850","C","C","C","C"
"9851","C","C","C","C"
"9852","C","C","C","C"
"9853","C","C","C","C"
"9854","C","C","C","C"
"9855","C","C","C","C"
"9856","C","C","C","C"
"9857","C","C","C","C"
"9858","C","C","C","C"
"9859","C","C","C","C"
"9860","C","C","C","C"
"9861","C","C","C","C"
"9862","C","C","C","C"
"9863","C","C","C","C"
"9864","C","C","C","C"
"9865","C","C","C","C"
"9866","C","C","C","C"
"9867","C","C","C","D"
"9868","C","C","C","C"
"9869","C","C","E","E"
"9870","C","C","C","C"
"9871","C","C","C","C"
"9872","C","C","C","C"
"9873","C","C","C","C"
"9874","C","C","C","C"
"9875","C","C","C","C"
"9876","C","C","C","C"
"9877","C","C","C","C"
"9878","C","C","C","C"
"9879","C","C","C","C"
"9880","C","C","C","C"
"9881","C","C","C","C"
"9882","C","C","C","C"
"9883","C","C","C","C"
"9884","C","C","C","C"
"9885","C","C","C","C"
"9886","C","C","C","C"
"9887","C","C","C","C"
"9888","C","C","C","C"
"9889","C","C","C","C"
"9890","C","C","C","C"
"9891","C","C","C","C"
"9892","C","C","C","C"
"9893","C","C","C","C"
"9894","C","C","C","C"
"9895","C","C","C","C"
"9896","C","C","C","C"
"9897","C","C","C","C"
"9898","C","C","C","C"
"9899","C","C","C","C"
"9900","C","C","C","C"
"9901","C","C","C","C"
"9902","C","C","C","C"
"9903","C","C","C","C"
"9904","C","C","C","C"
"9905","C","C","C","C"
"9906","C","C","C","C"
"9907","C","C","C","C"
"9908","C","C","C","C"
"9909","C","C","C","C"
"9910","C","C","C","C"
"9911","C","C","C","C"
"9912","C","C","C","C"
"9913","C","C","C","C"
"9914","C","C","C","C"
"9915","C","C","C","C"
"9916","C","C","C","C"
"9917","C","C","C","C"
"9918","C","C","C","C"
"9919","C","C","C","C"
"9920","C","C","C","C"
"9921","C","C","C","C"
"9922","C","C","C","C"
"9923","C","C","C","C"
"9924","C","C","C","C"
"9925","C","C","C","C"
"9926","C","C","C","C"
"9927","C","C","C","C"
"9928","C","C","C","C"
"9929","C","C","C","C"
"9930","C","C","C","C"
"9931","C","C","C","C"
"9932","C","C","C","C"
"9933","C","C","C","C"
"9934","C","C","C","C"
"9935","C","C","C","C"
"9936","C","C","C","C"
"9937","C","C","C","C"
"9938","C","C","C","C"
"9939","C","C","C","C"
"9940","C","C","C","C"
"9941","C","C","C","C"
"9942","C","C","C","C"
"9943","C","C","C","C"
"9944","C","C","C","C"
"9945","C","C","C","C"
"9946","C","C","C","C"
"9947","C","C","C","C"
"9948","C","C","C","C"
"9949","C","C","C","C"
"9950","C","C","C","C"
"9951","C","C","C","C"
"9952","C","C","C","C"
"9953","C","C","C","C"
"9954","C","C","C","C"
"9955","C","C","C","C"
"9956","C","C","C","C"
"9957","C","C","C","C"
"9958","C","C","C","C"
"9959","C","C","C","C"
"9960","C","C","C","C"
"9961","C","C","E","C"
"9962","C","C","C","C"
"9963","C","C","C","C"
"9964","C","C","C","C"
"9965","C","C","C","C"
"9966","C","C","C","C"
"9967","C","C","C","C"
"9968","C","C","C","C"
"9969","C","C","C","C"
